,kingdom,btk,phylum,btp,class,btc,order,bto,family,btf,genus,btg,abundance
Otu00201,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,3008
Otu00202,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2998
Otu00203,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,99,2977
Otu00204,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,2969
Otu00205,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcaceae,100,Micrococcus,73,2955
Otu00206,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,uncultured,100,2937
Otu00208,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2911
Otu00209,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Pseudomonadaceae,100,Pseudomonas,100,2911
Otu00210,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,2897
Otu00211,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2889
Otu00212,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Aquamicrobium,99,2886
Otu00213,Bacteria,100,Chloroflexi,100,KD4-96,100,KD4-96_or,100,KD4-96_fa,100,KD4-96_ge,100,2877
Otu00207,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Beijerinckiaceae,100,Methylobacterium-Methylorubrum,100,2853
Otu00214,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Corynebacteriales_unclassified,100,Corynebacteriales_unclassified,100,2831
Otu00215,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2829
Otu00216,Bacteria,100,Firmicutes,100,Bacilli,100,Bacillales,100,Planococcaceae,100,Planococcaceae_unclassified,100,2818
Otu00217,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2803
Otu00218,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Weeksellaceae,100,Weeksellaceae_unclassified,100,2783
Otu00219,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2780
Otu00220,Bacteria,100,Verrucomicrobiota,100,Kiritimatiellae,100,WCHB1-41,100,WCHB1-41_fa,100,WCHB1-41_ge,100,2737
Otu00221,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2737
Otu00222,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Ruminococcaceae,100,Angelakisella,100,2690
Otu00223,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,2687
Otu00224,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,2670
Otu00225,Bacteria,100,Firmicutes,100,Bacilli,100,Bacillales,100,Planococcaceae,100,Lysinibacillus,57,2661
Otu00226,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Actinobacteria_unclassified,100,Actinobacteria_unclassified,100,Actinobacteria_unclassified,100,2591
Otu00227,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Hyphomicrobiaceae,100,Hyphomicrobium,93,2531
Otu00228,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Coxiellales,100,Coxiellaceae,100,Coxiella,100,2529
Otu00229,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Cellvibrionaceae,100,uncultured,100,2474
Otu00230,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Gaiellales,100,uncultured,100,uncultured_ge,100,2456
Otu00231,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Caulobacterales,100,Caulobacteraceae,100,Brevundimonas,100,2454
Otu00232,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Planctomycetales,100,Gimesiaceae,100,uncultured,100,2448
Otu00233,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Simkaniaceae,100,Simkaniaceae_unclassified,96,2433
Otu00234,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Planctomycetales,100,Gimesiaceae,100,uncultured,100,2417
Otu00235,Bacteria,100,Desulfobacterota,100,Syntrophobacteria,100,Syntrophobacterales,100,uncultured,100,uncultured_ge,100,2417
Otu00236,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Vibrionaceae,100,Aliivibrio,72,2410
Otu00238,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Brucella,99,2367
Otu00239,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,2337
Otu00240,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Cytophagales,100,Hymenobacteraceae,100,Hymenobacter,100,2329
Otu00241,Bacteria,100,Patescibacteria,100,Saccharimonadia,100,Saccharimonadales,100,Saccharimonadales_fa,100,Saccharimonadales_ge,100,2316
Otu00242,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,DEV007,100,DEV007_ge,100,2308
Otu00243,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Propionibacteriales,100,Propionibacteriaceae,100,Tessaracoccus,99,2302
Otu00237,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Parachlamydiaceae,100,Parachlamydiaceae_unclassified,100,2290
Otu00244,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Burkholderiales,100,Burkholderiaceae,100,Burkholderia-Caballeronia-Paraburkholderia,100,2289
Otu00245,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,2222
Otu00246,Bacteria,100,Acidobacteriota,100,Vicinamibacteria,100,Subgroup_9,100,Subgroup_9_fa,100,Subgroup_9_ge,100,2218
Otu00247,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Enterobacterales_unclassified,100,Enterobacterales_unclassified,100,2200
Otu00248,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,2200
Otu00249,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Bythopirellula,100,2192
Otu00250,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Nitrosococcales,100,Nitrosococcaceae,100,Nitrosococcaceae_unclassified,100,2183
Otu00251,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonas,100,2159
Otu00252,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Microbacteriaceae,100,Microbacterium,73,2136
Otu00253,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Thiohalorhabdales,100,Thiohalorhabdaceae,100,uncultured,100,2135
Otu00254,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,100,2069
Otu00255,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Bythopirellula,100,2046
Otu00256,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Micrococcales_unclassified,100,Micrococcales_unclassified,100,2033
Otu00257,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,93,1984
Otu00258,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Gaiellales,100,uncultured,100,uncultured_ge,100,1984
Otu00259,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Rhizobiaceae_unclassified,100,1969
Otu00260,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridiaceae_unclassified,100,1955
Otu00261,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,1951
Otu00262,Bacteria,100,Acidobacteriota,100,Thermoanaerobaculia,100,Thermoanaerobaculales,100,Thermoanaerobaculaceae,100,Subgroup_10,100,1936
Otu00263,Bacteria,100,Acidobacteriota,100,Blastocatellia,100,Blastocatellales,100,Blastocatellaceae,100,Aridibacter,100,1924
Otu00264,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,94,1916
Otu00265,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,1914
Otu00266,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,100,1912
Otu00267,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Planctomycetales,100,Rubinisphaeraceae,100,SH-PL14,100,1908
Otu00268,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,1905
Otu00269,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Cytophagales,100,Spirosomaceae,100,Spirosoma,100,1902
Otu00270,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Microtrichales_unclassified,100,Microtrichales_unclassified,100,1901
Otu00271,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Iamiaceae,100,Iamia,100,1889
Otu00272,Bacteria,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,1885
Otu00273,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridium_sensu_stricto_1,100,1885
Otu00274,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Novosphingobium,100,1864
Otu00275,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridium_sensu_stricto_1,95,1856
Otu00276,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Bacteroidales,100,Dysgonomonadaceae,100,Proteiniphilum,100,1854
Otu00277,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Tistrellales,100,Geminicoccaceae,100,uncultured,100,1836
Otu00278,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,1834
Otu00279,Bacteria,100,Schekmanbacteria,100,Schekmanbacteria_cl,100,Schekmanbacteria_or,100,Schekmanbacteria_fa,100,Schekmanbacteria_ge,100,1817
Otu00280,Bacteria,100,Chloroflexi,100,KD4-96,100,KD4-96_or,100,KD4-96_fa,100,KD4-96_ge,100,1811
Otu00281,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Roseobacter,64,1807
Otu00282,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,1795
Otu00283,Bacteria,100,Firmicutes,100,Bacilli,100,Erysipelotrichales,100,Erysipelotrichaceae,100,Turicibacter,100,1789
Otu00284,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,1783
Otu00285,Bacteria,100,Chloroflexi,100,Anaerolineae,100,SJA-15,100,SJA-15_fa,100,SJA-15_ge,100,1768
Otu00286,Bacteria,100,Firmicutes,100,Bacilli,100,Mycoplasmatales,100,Mycoplasmataceae,100,Mycoplasmataceae_unclassified,100,1765
Otu00287,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,100,1762
Otu00288,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Bifidobacteriales,100,Bifidobacteriaceae,100,Bifidobacteriaceae_unclassified,100,1758
Otu00289,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,uncultured,100,1754
Otu00290,Bacteria,100,Firmicutes,100,Bacilli,100,Staphylococcales,100,Staphylococcaceae,100,Jeotgalicoccus,100,1733
Otu00291,Bacteria,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,1729
Otu00292,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Micrococcales,100,Dermabacteraceae,100,Brachybacterium,100,1728
Otu00293,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Pseudomonadales,100,Pseudomonadaceae,100,Pseudomonas,100,1708
Otu00294,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridiaceae_unclassified,98,1701
Otu00295,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhodobacterales,100,Rhodobacteraceae,100,Rhodobacteraceae_unclassified,99,1687
Otu00296,Bacteria,100,Actinobacteriota,100,Acidimicrobiia,100,Microtrichales,100,Ilumatobacteraceae,100,Ilumatobacter,100,1687
Otu00297,Bacteria,100,Actinobacteriota,100,Coriobacteriia,100,OPB41,100,OPB41_fa,100,OPB41_ge,100,1681
Otu00298,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Flavobacteriaceae,100,Flavobacteriaceae_unclassified,88,1670
Otu00299,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Sphingomonadales,100,Sphingomonadaceae,100,Sphingomonas,100,1667
Otu00301,Bacteria,100,Firmicutes,100,Clostridia,100,Lachnospirales,100,Lachnospiraceae,100,Lachnospiraceae_unclassified,100,1629
Otu00302,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Anaerolineales,100,Anaerolineaceae,100,uncultured,100,1623
Otu00303,Bacteria,100,Desulfobacterota,100,Desulfobulbia,100,Desulfobulbales,100,Desulfocapsaceae,100,uncultured,100,1614
Otu00304,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,1608
Otu00305,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Gammaproteobacteria_Incertae_Sedis,100,Unknown_Family,100,uncultured,100,1607
Otu00306,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,96,1598
Otu00307,Bacteria,100,Firmicutes,100,Thermoanaerobacteria,100,Thermoanaerobacterales,100,Family_III,100,Thermoanaerobacterium,100,1594
Otu00308,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Gammaproteobacteria_Incertae_Sedis,100,Unknown_Family,100,uncultured,100,1585
Otu00310,Bacteria,100,Chloroflexi,100,Anaerolineae,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,1579
Otu00309,Bacteria,100,Chloroflexi,100,KD4-96,100,KD4-96_or,100,KD4-96_fa,100,KD4-96_ge,100,1578
Otu00311,Bacteria,100,Bacteroidota,100,Bacteroidia,100,Flavobacteriales,100,Flavobacteriaceae,100,Lutibacter,100,1577
Otu00312,Bacteria,100,Firmicutes,100,Bacilli,100,Bacillales,100,Planococcaceae,100,Planococcus,76,1568
Otu00313,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Verrucomicrobiales,100,Rubritaleaceae,100,Roseibacillus,100,1557
Otu00314,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Burkholderiales,100,Hydrogenophilaceae,100,Hydrogenophilus,100,1554
Otu00315,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Steroidobacterales,100,Woeseiaceae,100,Woeseia,100,1545
Otu00316,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridiaceae_unclassified,67,1544
Otu00317,Bacteria,100,Modulibacteria,100,Moduliflexia,100,Moduliflexales,100,Moduliflexaceae,100,Moduliflexaceae_ge,100,1542
Otu00318,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Frankiales,100,Geodermatophilaceae,100,Blastococcus,97,1535
Otu00319,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiaceae,100,Mesorhizobium,100,1516
Otu00320,Bacteria,100,Firmicutes,100,Clostridia,100,Oscillospirales,100,Hungateiclostridiaceae,100,Ruminiclostridium,100,1511
Otu00321,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,1499
Otu00322,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Beijerinckiaceae,100,Beijerinckiaceae_unclassified,100,1498
Otu00323,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Rhizobiales,100,Rhizobiales_Incertae_Sedis,100,Anderseniella,100,1494
Otu00324,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,100,1487
Otu00325,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellula,100,1478
Otu00326,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,uncultured,100,uncultured_fa,100,uncultured_ge,100,1474
Otu00327,Bacteria,100,Firmicutes,100,Bacilli,100,Izemoplasmatales,100,Izemoplasmatales_fa,100,Izemoplasmatales_ge,100,1462
Otu00328,Bacteria,100,Chloroflexi,100,Anaerolineae,100,Caldilineales,100,Caldilineaceae,100,uncultured,100,1462
Otu00329,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,1452
Otu00330,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Corynebacteriaceae,100,Corynebacterium,100,1447
Otu00331,Bacteria,100,Desulfobacterota,100,Desulfobacteria,100,Desulfobacterales,100,Desulfosarcinaceae,100,Sva0081_sediment_group,100,1439
Otu00332,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Legionellales,100,Legionellaceae,100,Legionella,100,1424
Otu00333,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridium_sensu_stricto_17,100,1424
Otu00334,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Waddliaceae,100,Waddlia,100,1424
Otu00335,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Psychromonadaceae,100,Psychromonas,100,1423
Otu00336,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellula,75,1419
Otu00337,Bacteria,100,Actinobacteriota,100,Actinobacteria,100,Corynebacteriales,100,Corynebacteriaceae,100,Corynebacterium,100,1413
Otu00338,Bacteria,100,Proteobacteria,100,Alphaproteobacteria,100,Acetobacterales,100,Acetobacteraceae,100,Acidiphilium,100,1408
Otu00339,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Babeliales_unclassified,100,Babeliales_unclassified,100,1406
Otu00340,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Nitrococcales,100,Nitrococcaceae,100,Nitrococcaceae_unclassified,100,1393
Otu00341,Bacteria,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,Bacteria_unclassified,100,1392
Otu00342,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Burkholderiales,100,Alcaligenaceae,100,Alcaligenaceae_unclassified,100,1373
Otu00343,Bacteria,100,Firmicutes,100,Desulfotomaculia,100,Desulfotomaculales,100,Desulfotomaculales_Incertae_Sedis,100,Desulfallas-Sporotomaculum,100,1371
Otu00344,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,52,1370
Otu00345,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,1368
Otu00346,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pir4_lineage,99,1367
Otu00347,Bacteria,100,Firmicutes,100,Bacilli,100,Bacillales,100,Bacillaceae,100,Geobacillus,100,1356
Otu00348,Bacteria,100,Desulfobacterota,100,Desulfovibrionia,100,Desulfovibrionales,100,Desulfovibrionaceae,100,Lawsonia,100,1354
Otu00349,Bacteria,100,Firmicutes,100,Clostridia,100,Clostridiales,100,Clostridiaceae,100,Clostridium_sensu_stricto_13,94,1347
Otu00350,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Milano-WF1B-44,100,Milano-WF1B-44_fa,100,Milano-WF1B-44_ge,100,1338
Otu00351,Bacteria,100,Dependentiae,100,Babeliae,100,Babeliales,100,Vermiphilaceae,100,Vermiphilaceae_ge,100,1330
Otu00352,Bacteria,100,Chloroflexi,100,Chloroflexia,100,Thermomicrobiales,100,Thermomicrobiales_unclassified,100,Thermomicrobiales_unclassified,100,1326
Otu00353,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,51,1298
Otu00354,Bacteria,100,Cyanobacteria,100,Cyanobacteriia,100,Synechococcales,100,Cyanobiaceae,100,Cyanobium_PCC-6307,100,1296
Otu00355,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Blastopirellula,60,1286
Otu00356,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,76,1278
Otu00357,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Rhodopirellula,100,1274
Otu00358,Bacteria,100,Planctomycetota,100,OM190,100,OM190_or,100,OM190_fa,100,OM190_ge,100,1265
Otu00359,Bacteria,100,Proteobacteria,100,Gammaproteobacteria,100,Enterobacterales,100,Shewanellaceae,100,Shewanella,100,1256
Otu00360,Bacteria,100,Patescibacteria,100,Saccharimonadia,100,Saccharimonadales,100,Saccharimonadales_fa,100,Saccharimonadales_ge,100,1237
Otu00361,Bacteria,100,Verrucomicrobiota,100,Chlamydiae,100,Chlamydiales,100,Chlamydiales_unclassified,100,Chlamydiales_unclassified,100,1234
Otu00362,Bacteria,100,Planctomycetota,100,Planctomycetes,100,Pirellulales,100,Pirellulaceae,100,Pirellulaceae_unclassified,95,1228
Otu00363,Bacteria,100,Verrucomicrobiota,100,Verrucomicrobiae,100,Chthoniobacterales,100,Xiphinematobacteraceae,100,Candidatus_Xiphinematobacter,100,1228
Otu00364,Bacteria,100,Firmicutes,100,Bacilli,100,Thermoactinomycetales,100,Thermoactinomycetaceae,100,Thermoactinomyces,97,1222
Otu00365,Bacteria,100,Actinobacteriota,100,Thermoleophilia,100,Solirubrobacterales,100,67-14,100,67-14_ge,100,1205
